orthogroup	Ceratotherium simum	Diceros bicornis	Equus asinus	Equus quagga	Equus caballus	Canis lupus	Bos taurus
LOC101405282_	LOC101405282_	TRIM54_	TRIM54_	TRIM54_	TRIM54_	TRIM54_	TRIM54_
LOC101396931_	LOC101396931_	DNAJC5G_	DNAJC5G_	DNAJC5G_	DNAJC5G_	DNAJC5G_	DNAJC5G_
LOC101405544_	LOC101405544_	SLC30A3_	SLC30A3_	SLC30A3_	SLC30A3_	SLC30A3_	SLC30A3_
LOC101405803_	LOC101405803_	CAD_	CAD_	CAD_	CAD_	CAD_	CAD_
LOC101406233_	LOC101406233_	ATRAID_	ATRAID_	ATRAID_	ATRAID_	ATRAID_	ATRAID_
LOC101406484_	LOC101406484_	SLC5A6_	SLC5A6_	SLC5A6_	SLC5A6_	SLC5A6_	SLC5A6_
LOC101407007_	LOC101407007_	TCF23_	TCF23_	TCF23_	TCF23_	TCF23_	TCF23_
LOC101397204_	LOC101397204_	PRR30_	PRR30_	PRR30_	PRR30_	PRR30_	PRR30_
LOC101407281_	LOC101407281_	PREB_	LOC106837031_	PREB_	PREB_	PREB_	PREB_
LOC101407725_	LOC101407725_	ABHD1_	ABHD1_	ABHD1_	ABHD1_	ABHD1_	ABHD1_
LOC101407984_	LOC101407984_	KHK_	KHK_	KHK_	KHK_	KHK_	KHK_
LOC101408853_	LOC101408853_	EMILIN1_	EMILIN1_	EMILIN1_	EMILIN1_	EMILIN1_	EMILIN1_
LOC101409099_	LOC101409099_	AGBL5_	AGBL5_	AGBL5_	AGBL5_	AGBL5_	AGBL5_
LOC101387676_	LOC101387676_	TMEM214_	TMEM214_	TMEM214_	TMEM214_	TMEM214_	TMEM214_
LOC101388104_	LOC101388104_	MAPRE3_	MAPRE3_	MAPRE3_	MAPRE3_	MAPRE3_	MAPRE3_
LOC101388524_	LOC101388524_	DPYSL5_	DPYSL5_	DPYSL5_	DPYSL5_	DPYSL5_	DPYSL5_
LOC101388783_	LOC101388783_	CENPA_	CENPA_	CENPA_	CENPA_	CENPA_	CENPA_
LOC101389055_	LOC101389055_	SLC35F6_	SLC35F6_	SLC35F6_	SLC35F6_	SLC35F6_	SLC35F6_
LOC101389308_	LOC101389308_	KCNK3_	KCNK3_	KCNK3_	KCNK3_	KCNK3_	KCNK3_
LOC101389555_	LOC101389555_	CIB4_	CIB4_	CIB4_	CIB4_	CIB4_	CIB4_
LOC101390095_	LOC101390095_	OTOF_	OTOF_	OTOF_	OTOF_	OTOF_	OTOF_
LOC101390862_	LOC101390862_	DRC1_	DRC1_	DRC1_	DRC1_	DRC1_	DRC1_
LOC101391108_	LOC101391108_	SELENOI_	SELENOI_	SELENOI_	SELENOI_	SELENOI_	SELENOI_
LOC101397451_	LOC101397451_	ADGRF3_	ADGRF3_	ADGRF3_	ADGRF3_	ADGRF3_	ADGRF3_
LOC101391356_	LOC101391356_	HADHB_	LOC123286739_	HADHB_	HADHB_	HADHB_	HADHB_
LOC101391774_	LOC101391774_	HADHA_	HADHA_	HADHA_	HADHA_	HADHA_	HADHA_
LOC101397708_	LOC101397708_	GAREM2_	GAREM2_	GAREM2_	GAREM2_	GAREM2_	GAREM2_
LOC101392204_	LOC101392204_	RAB10_	RAB10_	RAB10_	RAB10_	RAB10_	RAB10_
LOC101392468_	LOC101392468_	KIF3C_	KIF3C_	KIF3C_	KIF3C_	KIF3C_	KIF3C_
LOC101392720_	LOC101392720_	ASXL2_	ASXL2_	ASXL2_	ASXL2_	ASXL2_	ASXL2_
LOC101393243_	LOC101393243_	DTNB_	DTNB_	DTNB_	DTNB_	DTNB_	DTNB_
LOC101393486_	LOC101393486_	DNMT3A_	DNMT3A_	DNMT3A_	DNMT3A_	DNMT3A_	DNMT3A_
LOC101393749_	LOC101393749_	POMC_	POMC_	POMC_	POMC_	POMC_	POMC_
LOC101394008_	LOC101394008_	EFR3B_	EFR3B_	EFR3B_	EFR3B_	EFR3B_	EFR3B_
LOC101394252_	LOC101394252_	DNAJC27_	DNAJC27_	DNAJC27_	DNAJC27_	DNAJC27_	DNAJC27_
LOC101394679_	LOC101394679_	ADCY3_	ADCY3_	ADCY3_	ADCY3_	ADCY3_	ADCY3_
LOC101395107_	LOC101395107_	CENPO_	CENPO_	CENPO_	CENPO_	CENPO_	CENPO_
LOC101395368_	LOC101395368_	PTRHD1_	PTRHD1_	PTRHD1_	PTRHD1_	PTRHD1_	PTRHD1_
LOC101395627_	LOC101395627_	NCOA1_	NCOA1_	NCOA1_	NCOA1_	NCOA1_	NCOA1_
LOC101396235_	LOC101396235_	ITSN2_	ITSN2_	ITSN2_	ITSN2_	ITSN2_	ITSN2_
LOC101396490_	LOC101396490_	FAM228B_	LOC106839748_	FAM228A_	FAM228B_	LOC112664709_	FAM228A_
LOC101396754_	LOC101396754_	PFN4_	PFN4_	PFN4_	PFN4_	PFN4_	PFN4_
LOC101397012_	LOC101397012_	TP53I3_	TP53I3_	LOC124239964_	TP53I3_	TP53I3_	TP53I3_
LOC101397283_	LOC101397283_	SF3B6_	SF3B6_	SF3B6_	SF3B6_	SF3B6_	SF3B6_
LOC101398459_	LOC101398459_	WDCP_	WDCP_	WDCP_	WDCP_	LOC112664715_	WDCP_
LOC101398713_	LOC101398713_	MFSD2B_	MFSD2B_	MFSD2B_	MFSD2B_	MFSD2B_	MFSD2B_
LOC101397957_	LOC101397957_	UBXN2A_	UBXN2A_	UBXN2A_	UBXN2A_	UBXN2A_	UBXN2A_
LOC101398218_	LOC101398218_	ATAD2B_	ATAD2B_	ATAD2B_	ATAD2B_	ATAD2B_	ATAD2B_
LOC101398635_	LOC101398635_	KLHL29_	KLHL29_	KLHL29_	KLHL29_	KLHL29_	KLHL29_
LOC101399516_	LOC101399516_	APOB_	APOB_	APOB_	APOB_	APOB_	APOB_
LOC101399161_	LOC101399161_	HS1BP3_	HS1BP3_	HS1BP3_	HS1BP3_	HS1BP3_	HS1BP3_
LOC101399424_	LOC101399424_	RHOB_	RHOB_	RHOB_	RHOB_	RHOB_	RHOB_
LOC101399941_	LOC101399941_	PUM2_	PUM2_	PUM2_	PUM2_	PUM2_	PUM2_
LOC101400288_	LOC101400288_	SDC1_	SDC1_	SDC1_	SDC1_	SDC1_	SDC1_
LOC101400200_	LOC101400200_	LAPTM4A_	LAPTM4A_	LAPTM4A_	LAPTM4A_	LAPTM4A_	LAPTM4A_
LOC101400554_	LOC101400554_	MATN3_	MATN3_	MATN3_	MATN3_	MATN3_	MATN3_
LOC101400475_	LOC101400475_	WDR35_	WDR35_	WDR35_	WDR35_	WDR35_	WDR35_
LOC101401180_	LOC101401180_	OSR1_	OSR1_	OSR1_	OSR1_	OSR1_	OSR1_
LOC101401621_	LOC101401621_	NT5C1B_	NT5C1B_	NT5C1B_	NT5C1B_	NT5C1B_	NT5C1B_
LOC106799923_	LOC106799923_	RDH14_	RDH14_	RDH14_	RDH14_	RDH14_	RDH14_
LOC101402554_	LOC101402554_	KCNS3_	KCNS3_	KCNS3_	KCNS3_	KCNS3_	KCNS3_
LOC101402824_	LOC101402824_	MSGN1_	MSGN1_	MSGN1_	MSGN1_	MSGN1_	MSGN1_
LOC101403090_	LOC101403090_	GEN1_	GEN1_	GEN1_	GEN1_	GEN1_	GEN1_
LOC101403349_	LOC101403349_	SMC6_	SMC6_	SMC6_	SMC6_	SMC6_	SMC6_
LOC101403790_	LOC101403790_	VSNL1_	VSNL1_	VSNL1_	VSNL1_	VSNL1_	VSNL1_
LOC101400824_	LOC101400824_	RAD51AP2_	RAD51AP2_	RAD51AP2_	RAD51AP2_	RAD51AP2_	RAD51AP2_
LOC101404056_	LOC101404056_	TRIM34_	TRIM34_	LOC124225223_	TRIM34_	TRIM34_	TRIM34_
LOC101403969_	LOC101403969_	LOC131408064_	LOC106830185_	LOC124225746_	OR52H18_	LOC112667519_	OR52H9_
LOC101404498_	LOC101404498_	LOC131409097_	LOC106830187_	LOC124252274_	OR52AC1_	LOC112667368_	OR52AC1_
LOC101407282_	LOC101407282_	LOC131408071_	LOC106830191_	LOC124252271_	OR52N4_	LOC112667912_	OR52N4_
LOC101407811_	LOC101407811_	LOC131408072_	LOC106830391_	LOC124225851_	OR52N4J_	LOC112667375_	OR52N4H_
LOC101387249_	LOC101387249_	LOC131408083_	LOC106828988_	LOC124225235_	OR56A3_	LOC112667922_	OR56A3_
LOC101408938_	LOC101408938_	LOC131409117_	OR52B2_	LOC124225731_	OR52B2_	LOC112667539_	OR52B2_
LOC101393168_	LOC101393168_	LOC131409125_	LOC106828908_	LOC124251822_	OR52L1_	LOC112667387_	OR52L1_
LOC101394427_	LOC101394427_	LOC131408107_	OR52W1_	LOC124252161_	OR52W1_	LOC112667541_	OR52W1_
LOC101394681_	LOC101394681_	C7H11orf42_	C20H11orf42_	C14H11orf42_	C7H11orf42_	C21H11orf42_	C15H11orf42_
LOC101394941_	LOC101394941_	FHIP1B_	FHIP1B_	FHIP1B_	FHIP1B_	FHIP1B_	FHIP1B_
LOC101395369_	LOC101395369_	CNGA4_	CNGA4_	CNGA4_	CNGA4_	CNGA4_	CNGA4_
LOC101395628_	LOC101395628_	CCKBR_	CCKBR_	CCKBR_	CCKBR_	CCKBR_	CCKBR_
LOC101396050_	LOC101396050_	CAVIN3_	CAVIN3_	CAVIN3_	CAVIN3_	CAVIN3_	CAVIN3_
LOC101396315_	LOC101396315_	SMPD1_	SMPD1_	SMPD1_	SMPD1_	SMPD1_	SMPD1_
LOC101396577_	LOC101396577_	APBB1_	APBB1_	APBB1_	APBB1_	APBB1_	APBB1_
LOC101398554_	LOC101398554_	HPX_	HPX_	HPX_	HPX_	HPX_	HPX_
LOC101398812_	LOC101398812_	TRIM3_	TRIM3_	TRIM3_	TRIM3_	TRIM3_	TRIM3_
LOC101399425_	LOC101399425_	ARFIP2_	ARFIP2_	ARFIP2_	ARFIP2_	ARFIP2_	ARFIP2_
LOC101400201_	LOC101400201_	TIMM10B_	TIMM10B_	TIMM10B_	TIMM10B_	TIMM10B_	TIMM10B_
LOC101389652_	LOC101389652_	DNHD1_	DNHD1_	DNHD1_	DNHD1_	DNHD1_	DNHD1_
LOC101400476_	LOC101400476_	RRP8_	RRP8_	RRP8_	RRP8_	RRP8_	RRP8_
LOC101400737_	LOC101400737_	ILK_	ILK_	ILK_	ILK_	ILK_	ILK_
LOC101389925_	LOC101389925_	TAF10_	TAF10_	TAF10_	TAF10_	TAF10_	TAF10_
LOC101401701_	LOC101401701_	TPP1_	TPP1_	TPP1_	TPP1_	TPP1_	TPP1_
LOC101401968_	LOC101401968_	DCHS1_	DCHS1_	DCHS1_	DCHS1_	DCHS1_	DCHS1_
LOC101402223_	LOC101402223_	MRPL17_	MRPL17_	MRPL17_	MRPL17_	MRPL17_	MRPL17_
LOC101402480_	LOC101402480_	LOC131408817_	LOC106837781_	LOC124225147_	OR2AG1_	LOC112667937_	OR2AG1G_
LOC101402740_	LOC101402740_	LOC131408820_	LOC139041141_	LOC124225750_	OR2D40_	LOC112667933_	OR2D37_
LOC101403001_	LOC101403001_	LOC131408814_	LOC106843936_	LOC124225474_	OR2D3_	LOC112667948_	OR2D3_
LOC101403260_	LOC101403260_	LOC131408806_	LOC106825127_	LOC124225469_	OR2D2_	LOC112667949_	OR2D2_
LOC101403792_	LOC101403792_	ZNF215_	ZNF215_	ZNF215_	ZNF215_	ZNF215_	ZNF215_
LOC101404057_	LOC101404057_	ZNF214_	ZNF214_	ZNF214_	ZNF214_	ZNF214_	ZNF214_
LOC101404326_	LOC101404326_	NLRP14_	NLRP14_	NLRP14_	NLRP14_	NLRP14_	NLRP14_
LOC101392210_	LOC101392210_	SYT9_	SYT9_	SYT9_	SYT9_	SYT9_	SYT9_
LOC101392473_	LOC101392473_	OLFML1_	OLFML1_	OLFML1_	OLFML1_	OLFML1_	OLFML1_
LOC101404593_	LOC101404593_	PPFIBP2_	PPFIBP2_	PPFIBP2_	PPFIBP2_	PPFIBP2_	PPFIBP2_
LOC101405017_	LOC101405017_	LOC131408829_	CYB5R2_	LOC124252111_	CYB5R2_	LOC112667580_	CYB5R2_
LOC101392726_	LOC101392726_	OVCH2_	OVCH2_	OVCH2_	OVCH2_	OVCH2_	OVCH2_
LOC101405284_	LOC101405284_	LOC131408114_	LOC106843937_	LOC124225406_	OR5P4_	LOC112667953_	OR5P4_
LOC101395277_	LOC101395277_	LOC131408830_	LOC106843923_	LOC124251989_	OR10AB7_	LOC112667404_	OR10AB6_
LOC101397364_	LOC101397364_	LOC131409145_	LOC106833062_	LOC124252225_	OR5E1_	LOC112667406_	OR5E1_
LOC101387079_	LOC101387079_	LOC131408118_	LOC106833137_	LOC124251700_	OR10A3_	LOC112667957_	OR10A3_
LOC101387839_	LOC101387839_	EIF3F_	EIF3F_	EIF3F_	EIF3F_	EIF3F_	EIF3F_
LOC101388105_	LOC101388105_	TUB_	TUB_	TUB_	TUB_	TUB_	TUB_
LOC101388701_	LOC101388701_	RIC3_	RIC3_	RIC3_	RIC3_	RIC3_	RIC3_
LOC101389157_	LOC101389157_	LMO1_	LMO1_	LMO1_	LMO1_	LMO1_	LMO1_
LOC101389407_	LOC101389407_	STK33_	STK33_	STK33_	STK33_	STK33_	STK33_
LOC101389649_	LOC101389649_	TRIM66_	TRIM66_	TRIM66_	TRIM66_	TRIM66_	TRIM66_
LOC101389922_	LOC101389922_	RPL27A_	RPL27A_	RPL27A_	RPL27A_	LOC112674081_	RPL27A_
LOC101390182_	LOC101390182_	DENND2B_	DENND2B_	DENND2B_	DENND2B_	DENND2B_	DENND2B_
LOC101390942_	LOC101390942_	AKIP1_	AKIP1_	AKIP1_	AKIP1_	AKIP1_	AKIP1_
LOC101398142_	LOC101398142_	C7H11orf16_	C20H11orf16_	C14H11orf16_	C7H11orf16_	C21H11orf16_	C15H11orf16_
LOC101391951_	LOC101391951_	ASCL3_	TMEM9B_	ASCL3_	TMEM9B_	ASCL3_	ASCL3_
LOC101392206_	LOC101392206_	NRIP3_	NRIP3_	NRIP3_	NRIP3_	NRIP3_	NRIP3_
LOC101398389_	LOC101398389_	SCUBE2_	SCUBE2_	SCUBE2_	SCUBE2_	SCUBE2_	SCUBE2_
LOC101398637_	LOC101398637_	DENND5A_	DENND5A_	DENND5A_	DENND5A_	DENND5A_	DENND5A_
LOC101392469_	LOC101392469_	TMEM41B_	TMEM41B_	TMEM41B_	TMEM41B_	TMEM41B_	TMEM41B_
LOC101392721_	LOC101392721_	IPO7_	IPO7_	IPO7_	IPO7_	IPO7_	IPO7_
LOC101392986_	LOC101392986_	ZNF143_	ZNF143_	ZNF143_	ZNF143_	ZNF143_	ZNF143_
LOC101393411_	LOC101393411_	WEE1_	WEE1_	WEE1_	WEE1_	WEE1_	WEE1_
LOC101393844_	LOC101393844_	SWAP70_	SWAP70_	SWAP70_	SWAP70_	SWAP70_	SWAP70_
LOC101394096_	LOC101394096_	SBF2_	SBF2_	SBF2_	SBF2_	SBF2_	SBF2_
LOC101394335_	LOC101394335_	ADM_	ADM_	ADM_	ADM_	ADM_	ADM_
LOC101394592_	LOC101394592_	AMPD3_	AMPD3_	AMPD3_	AMPD3_	AMPD3_	AMPD3_
LOC101395188_	LOC101395188_	RNF141_	RNF141_	RNF141_	RNF141_	RNF141_	RNF141_
LOC101395450_	LOC101395450_	LYVE1_	LYVE1_	LYVE1_	LYVE1_	LYVE1_	LYVE1_
LOC101395713_	LOC101395713_	IRAG1_	IRAG1_	IRAG1_	IRAG1_	IRAG1_	IRAG1_
LOC101396317_	LOC101396317_	CTR9_	CTR9_	CTR9_	CTR9_	CTR9_	CTR9_
LOC101399164_	LOC101399164_	EIF4G2_	EIF4G2_	EIF4G2_	EIF4G2_	EIF4G2_	EIF4G2_
LOC101396579_	LOC101396579_	ZBED5_	ZBED5_	ZBED5_	ZBED5_	ZBED5_	ZBED5_
LOC101397014_	LOC101397014_	GALNT18_	GALNT18_	GALNT18_	GALNT18_	GALNT18_	GALNT18_
LOC101399428_	LOC101399428_	USP47_	USP47_	USP47_	USP47_	USP47_	USP47_
LOC101397285_	LOC101397285_	DKK3_	DKK3_	DKK3_	DKK3_	DKK3_	DKK3_
LOC101397706_	LOC101397706_	MICAL2_	MICAL2_	MICAL2_	MICAL2_	MICAL2_	MICAL2_
LOC101398313_	LOC101398313_	PARVA_	PARVA_	PARVA_	PARVA_	PARVA_	PARVA_
LOC101398814_	LOC101398814_	TEAD1_	TEAD1_	TEAD1_	TEAD1_	TEAD1_	TEAD1_
LOC101398556_	LOC101398556_	RASSF10_	RASSF10_	RASSF10_	RASSF10_	RASSF10_	RASSF10_
LOC101399077_	LOC101399077_	BMAL1_	BMAL1_	BMAL1_	ARNTL_	ARNTL_	ARNTL_
LOC101400202_	LOC101400202_	BTBD10_	BTBD10_	BTBD10_	BTBD10_	BTBD10_	BTBD10_
LOC101400646_	LOC101400646_	PTH_	PTH_	PTH_	PTH_	PTH_	PTH_
LOC101400911_	LOC101400911_	FAR1_	FAR1_	FAR1_	FAR1_	FAR1_	FAR1_
LOC101401182_	LOC101401182_	SPON1_	SPON1_	SPON1_	SPON1_	SPON1_	SPON1_
LOC101401440_	LOC101401440_	RRAS2_	RRAS2_	RRAS2_	RRAS2_	RRAS2_	RRAS2_
LOC101401873_	LOC101401873_	COPB1_	COPB1_	COPB1_	COPB1_	COPB1_	COPB1_
LOC101402303_	LOC101402303_	PSMA1_	PSMA1_	PSMA1_	PSMA1_	LOC125754355_	PSMA1_
LOC101402741_	LOC101402741_	PDE3B_	PDE3B_	PDE3B_	PDE3B_	PDE3B_	PDE3B_
LOC101403002_	LOC101403002_	LOC131408898_	CYP2R1_	LOC124252556_	CYP2R1_	LOC112667671_	CYP2R1_
LOC101403261_	LOC101403261_	LOC131408128_	LOC106830431_	LOC124251943_	CALCA_	CALCB_	LOC514876_
LOC101404497_	LOC101404497_	INSC_	INSC_	INSC_	INSC_	INSC_	INSC_
LOC101404921_	LOC101404921_	SOX6_	SOX6_	SOX6_	SOX6_	SOX6_	SOX6_
LOC101405365_	LOC101405365_	C7H11orf58_	C20H11orf58_	C14H11orf58_	C7H11orf58_	C21H11orf58_	C15H11orf58_
LOC101399944_	LOC101399944_	PLEKHA7_	PLEKHA7_	PLEKHA7_	PLEKHA7_	PLEKHA7_	PLEKHA7_
LOC101405635_	LOC101405635_	RPS13_	RPS13_	RPS13_	RPS13_	RPS13_	RPS13_
LOC101405905_	LOC101405905_	PIK3C2A_	PIK3C2A_	PIK3C2A_	PIK3C2A_	PIK3C2A_	PIK3C2A_
LOC101406160_	LOC101406160_	NUCB2_	NUCB2_	NUCB2_	NUCB2_	NUCB2_	NUCB2_
LOC101400479_	LOC101400479_	NCR3LG1_	NCR3LG1_	NCR3LG1_	NCR3LG1_	NCR3LG1_	NCR3LG1_
LOC101406415_	LOC101406415_	KCNJ11_	KCNJ11_	KCNJ11_	KCNJ11_	KCNJ11_	KCNJ11_
LOC101406674_	LOC101406674_	ABCC8_	ABCC8_	ABCC8_	ABCC8_	ABCC8_	ABCC8_
LOC101406931_	LOC101406931_	USH1C_	USH1C_	USH1C_	USH1C_	USH1C_	USH1C_
LOC101400740_	LOC101400740_	OTOG_	OTOG_	OTOG_	OTOG_	OTOG_	OTOG_
LOC101407374_	LOC101407374_	MYOD1_	MYOD1_	MYOD1_	MYOD1_	MYOD1_	MYOD1_
LOC101407649_	LOC101407649_	KCNC1_	KCNC1_	KCNC1_	KCNC1_	KCNC1_	KCNC1_
LOC101400999_	LOC101400999_	SERGEF_	SERGEF_	SERGEF_	SERGEF_	SERGEF_	SERGEF_
LOC101407905_	LOC101407905_	TPH1_	TPH1_	TPH1_	TPH1_	TPH1_	TPH1_
LOC101408165_	LOC101408165_	SAAL1_	SAAL1_	SAAL1_	SAAL1_	SAAL1_	SAAL1_
LOC101408429_	LOC101408429_	LOC131408916_	LOC123278769_	LOC124225779_	LOC100056936_	LOC112667713_	LOC104968478_
LOC101387497_	LOC101387497_	HPS5_	HPS5_	HPS5_	HPS5_	HPS5_	HPS5_
LOC101387753_	LOC101387753_	GTF2H1_	GTF2H1_	GTF2H1_	GTF2H1_	GTF2H1_	GTF2H1_
LOC101388017_	LOC101388017_	LDHA_	LDHA_	LDHA_	LDHA_	LDHA_	LDHA_
LOC101389743_	LOC101389743_	TSG101_	TSG101_	TSG101_	TSG101_	TSG101_	LOC786363_
LOC101390012_	LOC101390012_	UEVLD_	UEVLD_	UEVLD_	UEVLD_	UEVLD_	UEVLD_
LOC101391113_	LOC101391113_	SPTY2D1_	SPTY2D1_	SPTY2D1_	SPTY2D1_	SPTY2D1_	SPTY2D1_
LOC101391361_	LOC101391361_	TMEM86A_	TMEM86A_	TMEM86A_	TMEM86A_	TMEM86A_	TMEM86A_
LOC101391615_	LOC101391615_	PTPN5_	PTPN5_	PTPN5_	PTPN5_	PTPN5_	PTPN5_
LOC101392470_	LOC101392470_	ZDHHC13_	ZDHHC13_	ZDHHC13_	ZDHHC13_	ZDHHC13_	ZDHHC13_
LOC101392723_	LOC101392723_	CSRP3_	CSRP3_	CSRP3_	CSRP3_	CSRP3_	CSRP3_
LOC101392988_	LOC101392988_	E2F8_	E2F8_	E2F8_	E2F8_	E2F8_	E2F8_
LOC101393412_	LOC101393412_	NAV2_	NAV2_	NAV2_	NAV2_	NAV2_	NAV2_
LOC101394177_	LOC101394177_	DBX1_	DBX1_	DBX1_	DBX1_	DBX1_	DBX1_
LOC101394428_	LOC101394428_	HTATIP2_	HTATIP2_	HTATIP2_	HTATIP2_	HTATIP2_	HTATIP2_
LOC101394682_	LOC101394682_	PRMT3_	PRMT3_	PRMT3_	PRMT3_	PRMT3_	PRMT3_
LOC101394942_	LOC101394942_	SLC6A5_	LOC106831351_	SLC6A5_	SLC6A5_	SLC6A5_	SLC6A5_
LOC101395189_	LOC101395189_	NELL1_	NELL1_	NELL1_	NELL1_	NELL1_	NELL1_
LOC101395797_	LOC101395797_	ANO5_	ANO5_	ANO5_	ANO5_	ANO5_	ANO5_
LOC101396053_	LOC101396053_	SLC17A6_	SLC17A6_	SLC17A6_	SLC17A6_	SLC17A6_	SLC17A6_
LOC101403352_	LOC101403352_	FANCF_	FANCF_	FANCF_	FANCF_	FANCF_	FANCF_
LOC101396319_	LOC101396319_	GAS2_	GAS2_	GAS2_	GAS2_	GAS2_	GAS2_
LOC101404397_	LOC101404397_	LUZP2_	LUZP2_	LUZP2_	LUZP2_	LUZP2_	LUZP2_
LOC101396756_	LOC101396756_	ANO3_	ANO3_	ANO3_	ANO3_	ANO3_	ANO3_
LOC101397203_	LOC101397203_	MUC15_	MUC15_	MUC15_	MUC15_	MUC15_	MUC15_
LOC101397450_	LOC101397450_	SLC5A12_	SLC5A12_	SLC5A12_	SLC5A12_	SLC5A12_	SLC5A12_
LOC101397707_	LOC101397707_	FIBIN_	FIBIN_	FIBIN_	FIBIN_	FIBIN_	FIBIN_
LOC101397958_	LOC101397958_	BBOX1_	BBOX1_	BBOX1_	BBOX1_	BBOX1_	BBOX1_
LOC101405190_	LOC101405190_	LGR4_	LGR4_	LGR4_	LGR4_	LGR4_	LGR4_
LOC101398219_	LOC101398219_	LIN7C_	LIN7C_	LIN7C_	LIN7C_	LIN7C_	LIN7C_
LOC101398458_	LOC101398458_	BDNF_	BDNF_	BDNF_	BDNF_	BDNF_	BDNF_
LOC101399943_	LOC101399943_	KIF18A_	KIF18A_	KIF18A_	KIF18A_	KIF18A_	KIF18A_
LOC101400204_	LOC101400204_	METTL15_	METTL15_	METTL15_	METTL15_	METTL15_	METTL15_
LOC101400478_	LOC101400478_	LOC131408148_	LOC106824929_	LOC124225415_	LOC100033829_	FSHB_	FSHB_
LOC101400739_	LOC101400739_	ARL14EP_	ARL14EP_	ARL14EP_	ARL14EP_	LOC112663409_	ARL14EP_
LOC101400998_	LOC101400998_	MPPED2_	MPPED2_	MPPED2_	MPPED2_	MPPED2_	MPPED2_
LOC101407009_	LOC101407009_	DNAJC24_	DNAJC24_	DNAJC24_	DNAJC24_	DNAJC24_	DNAJC24_
LOC101401529_	LOC101401529_	ELP4_	ELP4_	ELP4_	ELP4_	ELP4_	ELP4_
LOC101402047_	LOC101402047_	PAX6_	PAX6_	PAX6_	PAX6_	PAX6_	PAX6_
LOC101402827_	LOC101402827_	RCN1_	RCN1_	RCN1_	RCN1_	RCN1_	RCN1_
LOC101403093_	LOC101403093_	LOC131409169_	WT1_	WT1_	WT1_	WT1_	WT1_
LOC101403527_	LOC101403527_	EIF3M_	EIF3M_	EIF3M_	EIF3M_	EIF3M_	EIF3M_
LOC101407284_	LOC101407284_	CCDC73_	CCDC73_	CCDC73_	CCDC73_	CCDC73_	CCDC73_
LOC101404058_	LOC101404058_	PRRG4_	PRRG4_	PRRG4_	PRRG4_	PRRG4_	PRRG4_
LOC101403793_	LOC101403793_	QSER1_	QSER1_	QSER1_	QSER1_	QSER1_	QSER1_
LOC101408593_	LOC101408593_	MEST_	MEST_	MEST_	MEST_	MEST_	MEST_
LOC101387328_	LOC101387328_	CEP41_	CEP41_	CEP41_	CEP41_	CEP41_	CEP41_
LOC101388019_	LOC101388019_	CPA1_	CPA1_	CPA1_	CPA1_	CPA1_	CPA1_
LOC101388280_	LOC101388280_	CPA5_	CPA5_	CPA5_	CPA5_	CPA5_	CPA5_
LOC101388704_	LOC101388704_	CPA4_	CPA4_	CPA4_	CPA4_	CPA4_	CPA4_
LOC101389239_	LOC101389239_	SSMEM1_	SSMEM1_	SSMEM1_	SSMEM1_	SSMEM1_	SSMEM1_
LOC101389489_	LOC101389489_	TMEM209_	TMEM209_	TMEM209_	TMEM209_	TMEM209_	TMEM209_
LOC101390185_	LOC101390185_	KLHDC10_	KLHDC10_	KLHDC10_	KLHDC10_	KLHDC10_	KLHDC10_
LOC101390442_	LOC101390442_	ZC3HC1_	ZC3HC1_	ZC3HC1_	ZC3HC1_	ZC3HC1_	ZC3HC1_
LOC101390694_	LOC101390694_	UBE2H_	UBE2H_	UBE2H_	UBE2H_	UBE2H_	UBE2H_
LOC101391114_	LOC101391114_	NRF1_	NRF1_	NRF1_	NRF1_	NRF1_	NRF1_
LOC101391362_	LOC101391362_	STRIP2_	STRIP2_	STRIP2_	STRIP2_	STRIP2_	STRIP2_
LOC101391776_	LOC101391776_	AHCYL2_	AHCYL2_	AHCYL2_	AHCYL2_	AHCYL2_	AHCYL2_
LOC101392396_	LOC101392396_	SMO_	SMO_	SMO_	SMO_	SMO_	SMO_
LOC101392650_	LOC101392650_	TSPAN33_	TSPAN33_	TSPAN33_	TSPAN33_	TSPAN33_	TSPAN33_
LOC101392910_	LOC101392910_	TNPO3_	TNPO3_	TNPO3_	TNPO3_	TNPO3_	TNPO3_
LOC101393490_	LOC101393490_	IRF5_	IRF5_	IRF5_	IRF5_	IRF5_	IRF5_
LOC101398904_	LOC101398904_	KCP_	KCP_	KCP_	KCP_	LOC112675064_	KCP_
LOC106801379_	LOC106801379_	SPMIP1_	SPMIP1_	ATP6V1FNB_	SPMIP1_	ATP6V1FNB_	ATP6V1FNB_
LOC101394339_	LOC101394339_	ATP6V1F_	ATP6V1F_	ATP6V1F_	ATP6V1F_	ATP6V1F_	ATP6V1F_
LOC101394596_	LOC101394596_	FLNC_	FLNC_	FLNC_	FLNC_	FLNC_	FLNC_
LOC101395191_	LOC101395191_	OPN1SW_	OPN1SW_	OPN1SW_	OPN1SW_	OPN1SW_	OPN1SW_
LOC101395452_	LOC101395452_	CALU_	CALU_	CALU_	CALU_	CALU_	CALU_
LOC101396402_	LOC101396402_	GARIN1B_	GARIN1B_	GARIN1B_	GARIN1B_	GARIN1B_	GARIN1B_
LOC101396669_	LOC101396669_	GARIN1A_	GARIN1A_	GARIN1A_	GARIN1A_	GARIN1A_	GARIN1A_
